iso,region_dev,region_ar6_6,year,hdi,gdi,healthindex,incindex,edindex,lifexp,esch,msch,lgnic
PER,developing,LAM,2001,0.684,0.938,0.785,0.626,0.652,71.041,13.37,8.422,8.747
PER,developing,LAM,2002,0.685,0.935,0.795,0.631,0.64,71.661,12.875,8.481,8.784
PER,developing,LAM,2003,0.684,0.937,0.803,0.635,0.628,72.217,12.358,8.539,8.806
PER,developing,LAM,2004,0.69,0.94,0.81,0.638,0.637,72.668,12.6,8.598,8.827
PER,developing,LAM,2005,0.686,0.936,0.815,0.644,0.614,72.986,12.609,7.924,8.867
PER,developing,LAM,2006,0.691,0.936,0.818,0.65,0.62,73.172,12.814,7.928,8.907
PER,developing,LAM,2007,0.7,0.938,0.819,0.661,0.635,73.223,13.018,8.187,8.984
PER,developing,LAM,2008,0.708,0.939,0.821,0.675,0.64,73.377,13.223,8.187,9.074
PER,developing,LAM,2009,0.711,0.94,0.823,0.676,0.647,73.466,13.428,8.217,9.083
PER,developing,LAM,2010,0.725,0.943,0.826,0.685,0.674,73.711,13.633,8.865,9.14
PER,developing,LAM,2011,0.732,0.946,0.833,0.693,0.681,74.133,13.838,8.887,9.19
PER,developing,LAM,2012,0.742,0.948,0.839,0.702,0.693,74.544,14.043,9.082,9.254
PER,developing,LAM,2013,0.75,0.953,0.846,0.712,0.7,74.967,14.247,9.136,9.316
PER,developing,LAM,2014,0.755,0.95,0.851,0.715,0.707,75.333,14.452,9.152,9.336
PER,developing,LAM,2015,0.759,0.951,0.856,0.719,0.71,75.621,14.657,9.094,9.368
PER,developing,LAM,2016,0.765,0.953,0.858,0.722,0.723,75.789,14.862,9.315,9.384
PER,developing,LAM,2017,0.77,0.951,0.86,0.722,0.734,75.879,14.991,9.535,9.387
PER,developing,LAM,2018,0.776,0.951,0.862,0.725,0.747,76.009,15.188,9.756,9.404
PER,developing,LAM,2019,0.78,0.951,0.864,0.727,0.757,76.156,15.388,9.886,9.418
PER,developing,LAM,2020,0.762,0.954,0.826,0.709,0.757,73.666,15.388,9.886,9.298
PER,developing,LAM,2021,0.762,0.95,0.806,0.726,0.757,72.377,15.388,9.886,9.413
PHL,developing,APC,1990,0.598,,0.706,0.562,0.539,65.909,10.788,7.179,8.328
PHL,developing,APC,1991,0.599,,0.712,0.56,0.54,66.304,10.785,7.218,8.311
PHL,developing,APC,1992,0.603,,0.724,0.559,0.542,67.088,10.803,7.257,8.305
PHL,developing,APC,1993,0.606,,0.731,0.559,0.543,67.542,10.789,7.295,8.308
PHL,developing,APC,1994,0.609,,0.738,0.564,0.544,67.942,10.775,7.334,8.338
PHL,developing,APC,1995,0.612,,0.742,0.567,0.545,68.223,10.762,7.373,8.362
PHL,developing,APC,1996,0.62,,0.748,0.574,0.556,68.614,11.126,7.412,8.402
PHL,developing,APC,1997,0.625,,0.752,0.58,0.559,68.884,11.175,7.451,8.445
PHL,developing,APC,1998,0.63,,0.755,0.589,0.561,69.1,11.225,7.49,8.504
PHL,developing,APC,1999,0.633,,0.758,0.59,0.567,69.298,11.384,7.528,8.511
PHL,developing,APC,2000,0.633,0.937,0.76,0.588,0.568,69.413,11.384,7.567,8.496
PHL,developing,APC,2001,0.638,0.937,0.763,0.589,0.577,69.614,11.383,7.836,8.505
PHL,developing,APC,2002,0.645,0.941,0.766,0.591,0.592,69.781,11.585,8.105,8.52
PHL,developing,APC,2003,0.65,0.943,0.768,0.596,0.601,69.924,11.595,8.374,8.548
PHL,developing,APC,2004,0.657,0.945,0.77,0.602,0.611,70.037,11.619,8.643,8.589
PHL,developing,APC,2005,0.658,0.945,0.773,0.607,0.609,70.24,11.517,8.66,8.623
PHL,developing,APC,2006,0.659,0.945,0.774,0.611,0.605,70.282,11.367,8.677,8.652
PHL,developing,APC,2007,0.664,0.946,0.777,0.618,0.61,70.483,11.523,8.694,8.696
PHL,developing,APC,2008,0.668,0.944,0.778,0.622,0.615,70.564,11.68,8.711,8.724
PHL,developing,APC,2009,0.667,0.943,0.779,0.625,0.609,70.633,11.367,8.813,8.743
PHL,developing,APC,2010,0.674,0.95,0.781,0.633,0.62,70.754,11.623,8.915,8.795
PHL,developing,APC,2011,0.679,0.951,0.781,0.635,0.63,70.788,11.88,8.992,8.809
PHL,developing,APC,2012,0.685,0.973,0.783,0.643,0.639,70.881,12.136,9.069,8.862
PHL,developing,APC,2013,0.692,0.975,0.782,0.651,0.649,70.835,12.393,9.146,8.917
PHL,developing,APC,2014,0.696,0.978,0.787,0.658,0.65,71.151,12.65,8.971,8.961
PHL,developing,APC,2015,0.698,0.979,0.789,0.665,0.649,71.268,12.825,8.796,9.005
PHL,developing,APC,2016,0.7,0.982,0.791,0.672,0.644,71.387,12.846,8.621,9.055
PHL,developing,APC,2017,0.704,0.981,0.793,0.68,0.647,71.516,13.148,8.446,9.107
PHL,developing,APC,2018,0.71,0.983,0.795,0.687,0.657,71.689,13.192,8.708,9.15
PHL,developing,APC,2019,0.718,0.985,0.798,0.692,0.671,71.865,13.39,8.969,9.189
PHL,developing,APC,2020,0.71,0.986,0.802,0.672,0.664,72.119,13.127,8.969,9.055
PHL,developing,APC,2021,0.699,0.99,0.758,0.678,0.664,69.266,13.127,8.969,9.096
PNG,developing,APC,1990,0.37,,0.611,0.455,0.182,59.721,3.784,2.32,7.619
PNG,developing,APC,1991,0.38,,0.614,0.466,0.191,59.908,3.951,2.44,7.693
PNG,developing,APC,1992,0.391,,0.619,0.483,0.2,60.218,4.126,2.56,7.806
PNG,developing,APC,1993,0.405,,0.623,0.51,0.209,60.506,4.308,2.68,7.981
PNG,developing,APC,1994,0.419,,0.627,0.538,0.218,60.756,4.498,2.8,8.168
PNG,developing,APC,1995,0.423,,0.632,0.527,0.228,61.049,4.697,2.92,8.095
PNG,developing,APC,1996,0.43,,0.632,0.531,0.236,61.105,4.916,2.988,8.122
PNG,developing,APC,1997,0.432,,0.637,0.518,0.245,61.377,5.136,3.056,8.034
PNG,developing,APC,1998,0.435,,0.625,0.521,0.253,60.629,5.355,3.124,8.055
PNG,developing,APC,1999,0.444,,0.641,0.521,0.262,61.672,5.593,3.192,8.053
PNG,developing,APC,2000,0.447,0.859,0.642,0.514,0.271,61.72,5.83,3.26,8.006
PNG,developing,APC,2001,0.451,0.861,0.643,0.51,0.279,61.773,6.067,3.318,7.985
PNG,developing,APC,2002,0.455,0.865,0.642,0.511,0.288,61.698,6.305,3.376,7.988
PNG,developing,APC,2003,0.461,0.867,0.643,0.515,0.296,61.797,6.542,3.434,8.014
PNG,developing,APC,2004,0.461,0.871,0.642,0.501,0.305,61.761,6.779,3.492,7.921
PNG,developing,APC,2005,0.466,0.872,0.643,0.502,0.313,61.801,7.017,3.55,7.931
PNG,developing,APC,2006,0.469,0.871,0.645,0.496,0.322,61.917,7.254,3.63,7.89
PNG,developing,APC,2007,0.478,0.872,0.647,0.508,0.332,62.034,7.491,3.71,7.967
PNG,developing,APC,2008,0.484,0.879,0.655,0.507,0.341,62.571,7.729,3.79,7.961
PNG,developing,APC,2009,0.49,0.882,0.658,0.51,0.35,62.788,7.966,3.87,7.983
PNG,developing,APC,2010,0.499,0.889,0.662,0.521,0.36,63.04,8.203,3.95,8.056
PNG,developing,APC,2011,0.504,0.896,0.67,0.516,0.37,63.526,8.441,4.076,8.023
PNG,developing,APC,2012,0.513,0.9,0.673,0.527,0.381,63.733,8.678,4.202,8.094
PNG,developing,APC,2013,0.518,0.903,0.676,0.525,0.392,63.961,8.916,4.328,8.08
PNG,developing,APC,2014,0.533,0.905,0.681,0.551,0.403,64.259,9.154,4.454,8.254
PNG,developing,APC,2015,0.541,0.911,0.688,0.558,0.414,64.701,9.391,4.58,8.296
PNG,developing,APC,2016,0.547,0.912,0.69,0.564,0.421,64.84,9.629,4.62,8.337
PNG,developing,APC,2017,0.552,0.912,0.694,0.565,0.429,65.103,9.867,4.66,8.343
PNG,developing,APC,2018,0.554,0.913,0.695,0.56,0.437,65.182,10.105,4.7,8.315
PNG,developing,APC,2019,0.56,0.917,0.7,0.563,0.446,65.474,10.361,4.74,8.335
PNG,developing,APC,2020,0.56,0.914,0.704,0.558,0.446,65.787,10.361,4.74,8.3
PNG,developing,APC,2021,0.558,0.914,0.698,0.558,0.446,65.351,10.361,4.74,8.296
POL,developed,DEV,1990,0.716,,0.78,0.712,0.662,70.678,12.235,9.671,9.318
POL,developed,DEV,1991,0.713,,0.775,0.697,0.67,70.378,12.272,9.859,9.222
POL,developed,DEV,1992,0.718,,0.783,0.699,0.675,70.907,12.251,10.047,9.234
POL,developed,DEV,1993,0.731,,0.791,0.705,0.699,71.42,12.888,10.234,9.275
POL,developed,DEV,1994,0.741,,0.796,0.718,0.711,71.71,13.103,10.422,9.356
POL,developed,DEV,1995,0.746,,0.799,0.727,0.716,71.919,13.055,10.61,9.415
POL,developed,DEV,1996,0.755,,0.804,0.737,0.726,72.247,13.264,10.737,9.481
POL,developed,DEV,1997,0.766,,0.809,0.746,0.745,72.595,13.779,10.865,9.543
POL,developed,DEV,1998,0.776,,0.815,0.753,0.761,72.952,14.208,10.992,9.588
POL,developed,DEV,1999,0.783,,0.815,0.76,0.776,72.995,14.584,11.119,9.635
POL,developed,DEV,2000,0.793,0.991,0.827,0.768,0.784,73.734,14.718,11.247,9.691
POL,developed,DEV,2001,0.799,0.992,0.834,0.77,0.795,74.219,15.001,11.35,9.705
POL,developed,DEV,2002,0.806,0.993,0.84,0.773,0.808,74.583,15.328,11.454,9.726
POL,developed,DEV,2003,0.811,0.993,0.842,0.778,0.815,74.738,15.462,11.573,9.754
POL,developed,DEV,2004,0.809,0.996,0.846,0.782,0.801,74.972,14.799,11.692,9.782
POL,developed,DEV,2005,0.815,0.996,0.848,0.789,0.81,75.094,14.974,11.811,9.831
POL,developed,DEV,2006,0.82,0.996,0.851,0.798,0.814,75.284,14.975,11.93,9.888
POL,developed,DEV,2007,0.825,0.997,0.851,0.807,0.818,75.339,14.986,12.049,9.947
POL,developed,DEV,2008,0.831,0.998,0.855,0.815,0.822,75.584,15.004,12.168,9.999
POL,developed,DEV,2009,0.835,0.999,0.858,0.817,0.83,75.781,15.054,12.341,10.017
POL,developed,DEV,2010,0.841,1.006,0.866,0.823,0.836,76.318,15.305,12.314,10.052
POL,developed,DEV,2011,0.847,1.007,0.872,0.83,0.841,76.651,15.224,12.551,10.099
POL,developed,DEV,2012,0.852,1.007,0.873,0.832,0.852,76.714,15.341,12.783,10.113
POL,developed,DEV,2013,0.863,1.007,0.876,0.834,0.879,76.971,16.309,12.779,10.125
POL,developed,DEV,2014,0.865,1.005,0.886,0.838,0.872,77.569,15.982,12.837,10.155
POL,developed,DEV,2015,0.868,1.006,0.883,0.845,0.876,77.415,16.015,12.921,10.197
POL,developed,DEV,2016,0.872,1.007,0.889,0.848,0.879,77.803,16.048,13.005,10.221
POL,developed,DEV,2017,0.875,1.006,0.888,0.856,0.882,77.721,16.081,13.045,10.269
POL,developed,DEV,2018,0.877,1.006,0.887,0.863,0.881,77.628,16.026,13.085,10.321
POL,developed,DEV,2019,0.881,1.005,0.891,0.871,0.883,77.927,16.027,13.125,10.368
POL,developed,DEV,2020,0.876,1.008,0.876,0.867,0.884,76.942,16.027,13.165,10.347
POL,developed,DEV,2021,0.876,1.008,0.869,0.876,0.884,76.457,16.027,13.165,10.405
PRT,developed,DEV,1990,0.701,,0.835,0.82,0.503,74.304,11.768,5.271,10.037
PRT,developed,DEV,1991,0.711,,0.834,0.827,0.521,74.24,12.223,5.439,10.08
PRT,developed,DEV,1992,0.727,,0.844,0.829,0.549,74.87,13.019,5.613,10.092
PRT,developed,DEV,1993,0.741,,0.842,0.825,0.586,74.761,14.158,5.787,10.067
PRT,developed,DEV,1994,0.754,,0.857,0.825,0.605,75.73,14.644,5.96,10.068
PRT,developed,DEV,1995,0.761,,0.855,0.832,0.62,75.55,14.971,6.134,10.11
PRT,developed,DEV,1996,0.769,,0.853,0.835,0.639,75.476,15.432,6.307,10.132
PRT,developed,DEV,1997,0.778,,0.86,0.84,0.651,75.923,15.655,6.481,10.166
PRT,developed,DEV,1998,0.786,,0.863,0.848,0.663,76.116,15.878,6.654,10.219
PRT,developed,DEV,1999,0.785,,0.866,0.854,0.653,76.322,15.456,6.705,10.258
PRT,developed,DEV,2000,0.791,0.984,0.874,0.855,0.662,76.83,15.704,6.783,10.264
PRT,developed,DEV,2001,0.797,0.988,0.879,0.857,0.671,77.151,15.893,6.875,10.279
PRT,developed,DEV,2002,0.798,0.986,0.883,0.859,0.671,77.368,15.809,6.96,10.292
PRT,developed,DEV,2003,0.802,0.988,0.886,0.858,0.679,77.578,15.871,7.148,10.287
PRT,developed,DEV,2004,0.805,0.989,0.899,0.86,0.674,78.42,15.412,7.389,10.299
PRT,developed,DEV,2005,0.806,0.99,0.897,0.86,0.678,78.305,15.415,7.494,10.302
PRT,developed,DEV,2006,0.811,0.99,0.909,0.86,0.682,79.071,15.422,7.617,10.302
PRT,developed,DEV,2007,0.818,0.987,0.912,0.864,0.693,79.281,15.753,7.672,10.327
PRT,developed,DEV,2008,0.822,0.984,0.916,0.862,0.703,79.561,15.96,7.782,10.314
PRT,developed,DEV,2009,0.825,0.988,0.92,0.86,0.709,79.771,16.013,7.927,10.302
PRT,developed,DEV,2010,0.829,0.989,0.924,0.862,0.716,80.035,16.117,8.058,10.314
PRT,developed,DEV,2011,0.835,0.99,0.931,0.861,0.726,80.497,16.215,8.277,10.305
PRT,developed,DEV,2012,0.836,0.989,0.93,0.855,0.736,80.478,16.304,8.495,10.262
PRT,developed,DEV,2013,0.845,0.987,0.936,0.857,0.754,80.817,16.752,8.655,10.276
PRT,developed,DEV,2014,0.848,0.985,0.942,0.858,0.755,81.216,16.519,8.871,10.287
PRT,developed,DEV,2015,0.85,0.985,0.942,0.863,0.756,81.209,16.447,8.987,10.315
PRT,developed,DEV,2016,0.853,0.986,0.942,0.867,0.759,81.232,16.374,9.113,10.347
PRT,developed,DEV,2017,0.859,0.987,0.946,0.873,0.767,81.498,16.536,9.218,10.382
PRT,developed,DEV,2018,0.86,0.991,0.945,0.877,0.769,81.395,16.72,9.145,10.408
PRT,developed,DEV,2019,0.867,0.988,0.949,0.881,0.78,81.701,16.871,9.327,10.436
PRT,developed,DEV,2020,0.863,0.992,0.939,0.87,0.788,81.055,16.871,9.576,10.362
PRT,developed,DEV,2021,0.866,0.994,0.939,0.877,0.788,81.044,16.871,9.576,10.409
PRY,developing,LAM,1990,0.595,,0.738,0.666,0.428,67.944,8.583,5.684,9.013
PRY,developing,LAM,1991,0.6,,0.741,0.664,0.439,68.173,8.868,5.782,9.004
PRY,developing,LAM,1992,0.605,,0.745,0.662,0.45,68.395,9.152,5.881,8.985
PRY,developing,LAM,1993,0.612,,0.748,0.664,0.462,68.633,9.436,5.983,9.002
PRY,developing,LAM,1994,0.617,,0.751,0.665,0.471,68.824,9.643,6.084,9.01
PRY,developing,LAM,1995,0.623,,0.754,0.669,0.48,69.009,9.851,6.185,9.031
PRY,developing,LAM,1996,0.632,,0.757,0.676,0.493,69.202,10.194,6.286,9.083
PRY,developing,LAM,1997,0.638,,0.759,0.674,0.508,69.325,10.618,6.387,9.068
PRY,developing,LAM,1998,0.644,,0.761,0.671,0.523,69.478,11.043,6.488,9.045
PRY,developing,LAM,1999,0.649,,0.764,0.665,0.538,69.634,11.468,6.589,9.008
PRY,developing,LAM,2000,0.649,0.933,0.765,0.652,0.548,69.75,11.688,6.69,8.92
PRY,developing,LAM,2001,0.655,0.954,0.768,0.65,0.563,69.9,12.107,6.791,8.905
PRY,developing,LAM,2002,0.662,0.946,0.77,0.65,0.579,70.025,12.571,6.892,8.909
PRY,developing,LAM,2003,0.655,0.949,0.774,0.641,0.567,70.297,12.014,6.993,8.851
PRY,developing,LAM,2004,0.662,0.957,0.777,0.648,0.577,70.481,12.167,7.17,8.898
PRY,developing,LAM,2005,0.664,0.947,0.777,0.651,0.578,70.527,11.986,7.347,8.913
PRY,developing,LAM,2006,0.664,0.945,0.781,0.661,0.566,70.781,11.876,7.07,8.983
PRY,developing,LAM,2007,0.669,0.949,0.786,0.674,0.565,71.106,11.767,7.153,9.068
PRY,developing,LAM,2008,0.679,0.954,0.791,0.683,0.579,71.384,11.967,7.389,9.13
PRY,developing,LAM,2009,0.677,0.954,0.794,0.68,0.573,71.635,12.252,6.974,9.11
PRY,developing,LAM,2010,0.685,0.953,0.798,0.694,0.58,71.887,12.189,7.241,9.201
PRY,developing,LAM,2011,0.696,0.966,0.802,0.701,0.601,72.131,12.615,7.509,9.243
PRY,developing,LAM,2012,0.702,0.977,0.807,0.696,0.615,72.454,12.794,7.776,9.214
PRY,developing,LAM,2013,0.715,0.97,0.812,0.707,0.636,72.757,12.96,8.29,9.284
PRY,developing,LAM,2014,0.716,0.971,0.814,0.713,0.633,72.878,12.908,8.248,9.326
PRY,developing,LAM,2015,0.723,0.976,0.818,0.715,0.645,73.191,12.996,8.524,9.34
PRY,developing,LAM,2016,0.721,0.974,0.824,0.719,0.633,73.534,12.77,8.351,9.366
PRY,developing,LAM,2017,0.724,0.971,0.825,0.725,0.635,73.644,12.707,8.469,9.407
PRY,developing,LAM,2018,0.727,0.981,0.824,0.728,0.64,73.568,12.753,8.586,9.426
PRY,developing,LAM,2019,0.732,0.986,0.825,0.726,0.654,73.621,12.988,8.811,9.413
PRY,developing,LAM,2020,0.73,0.986,0.818,0.723,0.656,73.182,12.988,8.862,9.394
PRY,developing,LAM,2021,0.717,0.99,0.773,0.728,0.656,70.262,12.988,8.862,9.421
PSE,developing,MEA,2004,0.651,,0.787,0.582,0.603,71.182,12.661,7.528,8.457
PSE,developing,MEA,2005,0.662,0.802,0.801,0.596,0.607,72.067,12.688,7.631,8.554
PSE,developing,MEA,2006,0.663,0.818,0.799,0.592,0.615,71.915,12.868,7.735,8.526
PSE,developing,MEA,2007,0.672,0.831,0.802,0.596,0.634,72.153,13.334,7.913,8.55
PSE,developing,MEA,2008,0.677,0.834,0.806,0.602,0.639,72.413,13.379,8.014,8.594
PSE,developing,MEA,2009,0.682,0.836,0.809,0.608,0.646,72.608,13.273,8.306,8.628
PSE,developing,MEA,2010,0.687,0.84,0.815,0.612,0.65,73.005,13.369,8.363,8.654
PSE,developing,MEA,2011,0.694,0.855,0.819,0.623,0.656,73.243,13.318,8.575,8.73
PSE,developing,MEA,2012,0.701,0.862,0.823,0.629,0.665,73.467,13.309,8.852,8.77
PSE,developing,MEA,2013,0.703,0.862,0.831,0.634,0.66,74.029,13.105,8.874,8.803
PSE,developing,MEA,2014,0.698,0.877,0.81,0.633,0.663,72.622,13.172,8.914,8.796
PSE,developing,MEA,2015,0.71,0.873,0.837,0.638,0.669,74.406,13.209,9.076,8.826
PSE,developing,MEA,2016,0.715,0.875,0.839,0.647,0.672,74.554,13.196,9.156,8.89
PSE,developing,MEA,2017,0.719,0.875,0.844,0.647,0.68,74.833,13.364,9.275,8.888
PSE,developing,MEA,2018,0.723,0.881,0.843,0.65,0.69,74.793,13.409,9.524,8.908
PSE,developing,MEA,2019,0.727,0.885,0.85,0.649,0.697,75.241,13.406,9.731,8.903
PSE,developing,MEA,2020,0.716,0.887,0.837,0.625,0.702,74.404,13.358,9.938,8.745
PSE,developing,MEA,2021,0.715,0.891,0.823,0.632,0.702,73.473,13.358,9.938,8.792
QAT,developing,MEA,1990,0.758,,0.83,0.966,0.543,73.982,11.847,6.414,10.999
QAT,developing,MEA,1991,0.754,,0.83,0.96,0.538,73.966,11.516,6.548,10.958
QAT,developing,MEA,1992,0.756,,0.833,0.973,0.533,74.122,11.166,6.681,11.049
QAT,developing,MEA,1993,0.763,,0.835,0.97,0.548,74.243,11.567,6.815,11.024
QAT,developing,MEA,1994,0.77,,0.836,0.97,0.563,74.348,11.945,6.948,11.027
QAT,developing,MEA,1995,0.775,,0.835,0.972,0.574,74.25,12.154,7.082,11.038
QAT,developing,MEA,1996,0.782,,0.841,0.97,0.585,74.685,12.441,7.196,11.027
QAT,developing,MEA,1997,0.795,,0.843,1.0,0.596,74.787,12.667,7.311,11.267
QAT,developing,MEA,1998,0.799,,0.843,1.0,0.606,74.809,12.892,7.425,11.341
QAT,developing,MEA,1999,0.802,,0.843,1.0,0.612,74.8,12.992,7.54,11.348
QAT,developing,MEA,2000,0.801,0.989,0.844,1.0,0.61,74.828,12.774,7.654,11.377
QAT,developing,MEA,2001,0.803,,0.85,1.0,0.609,75.263,12.557,7.816,11.357
QAT,developing,MEA,2002,0.809,,0.852,1.0,0.622,75.412,12.812,7.979,11.379
QAT,developing,MEA,2003,0.819,,0.855,1.0,0.642,75.565,13.35,8.141,11.383
QAT,developing,MEA,2004,0.822,,0.861,1.0,0.646,75.961,13.294,8.303,11.403
QAT,developing,MEA,2005,0.827,0.966,0.863,1.0,0.656,76.064,13.193,8.694,11.273
QAT,developing,MEA,2006,0.825,,0.87,1.0,0.644,76.57,12.285,9.086,11.42
QAT,developing,MEA,2007,0.834,,0.877,1.0,0.662,77.016,12.451,9.478,11.411
QAT,developing,MEA,2008,0.84,,0.883,1.0,0.67,77.427,12.617,9.591,11.403
QAT,developing,MEA,2009,0.838,,0.89,1.0,0.661,77.878,12.782,9.163,11.334
QAT,developing,MEA,2010,0.834,0.996,0.899,1.0,0.645,78.425,12.948,8.549,11.366
QAT,developing,MEA,2011,0.844,0.977,0.906,1.0,0.663,78.891,13.496,8.651,11.423
QAT,developing,MEA,2012,0.829,1.012,0.911,1.0,0.625,79.227,11.571,9.117,11.409
QAT,developing,MEA,2013,0.834,1.012,0.916,1.0,0.634,79.536,11.053,9.803,11.414
QAT,developing,MEA,2014,0.839,1.02,0.92,1.0,0.642,79.768,11.44,9.724,11.422
QAT,developing,MEA,2015,0.846,1.023,0.924,1.0,0.656,80.064,11.996,9.696,11.45
QAT,developing,MEA,2016,0.85,1.022,0.93,1.0,0.662,80.434,12.218,9.667,11.461
QAT,developing,MEA,2017,0.849,1.027,0.934,1.0,0.655,80.717,11.909,9.73,11.424
QAT,developing,MEA,2018,0.853,1.023,0.937,1.0,0.663,80.898,12.023,9.862,11.397
QAT,developing,MEA,2019,0.859,1.022,0.938,1.0,0.675,80.99,12.308,9.996,11.383
QAT,developing,MEA,2020,0.854,1.015,0.909,1.0,0.684,79.099,12.637,9.996,11.335
QAT,developing,MEA,2021,0.855,1.019,0.912,1.0,0.684,79.272,12.637,9.996,11.375
ROU,developed,DEV,1990,0.703,,0.765,0.739,0.614,69.729,11.921,8.498,9.495
ROU,developed,DEV,1991,0.689,,0.767,0.72,0.592,69.884,10.998,8.594,9.368
ROU,developed,DEV,1992,0.679,,0.76,0.707,0.583,69.406,10.566,8.692,9.282
ROU,developed,DEV,1993,0.68,,0.763,0.709,0.581,69.578,10.364,8.79,9.297
ROU,developed,DEV,1994,0.682,,0.763,0.715,0.582,69.579,10.284,8.889,9.338
ROU,developed,DEV,1995,0.688,,0.762,0.724,0.589,69.56,10.423,8.988,9.399
ROU,developed,DEV,1996,0.693,,0.754,0.73,0.605,68.982,10.892,9.086,9.438
ROU,developed,DEV,1997,0.696,,0.761,0.723,0.612,69.448,11.02,9.185,9.391
ROU,developed,DEV,1998,0.7,,0.771,0.72,0.619,70.125,11.135,9.283,9.369
ROU,developed,DEV,1999,0.708,,0.778,0.719,0.633,70.601,11.512,9.382,9.367
ROU,developed,DEV,2000,0.715,0.962,0.789,0.724,0.639,71.282,11.629,9.48,9.398
ROU,developed,DEV,2001,0.722,0.966,0.789,0.734,0.65,71.294,11.915,9.579,9.463
ROU,developed,DEV,2002,0.729,0.966,0.78,0.744,0.667,70.705,12.394,9.678,9.533
ROU,developed,DEV,2003,0.732,0.964,0.766,0.747,0.685,69.8,12.834,9.86,9.55
ROU,developed,DEV,2004,0.742,0.966,0.762,0.76,0.706,69.503,13.362,10.043,9.636
ROU,developed,DEV,2005,0.756,0.974,0.779,0.77,0.72,70.61,13.667,10.225,9.699
ROU,developed,DEV,2006,0.77,0.978,0.792,0.781,0.737,71.472,14.058,10.408,9.777
ROU,developed,DEV,2007,0.786,0.983,0.808,0.791,0.759,72.546,14.628,10.59,9.841
ROU,developed,DEV,2008,0.806,0.978,0.825,0.812,0.782,73.608,15.326,10.675,9.978
ROU,developed,DEV,2009,0.809,0.994,0.831,0.806,0.792,74.029,15.662,10.696,9.94
ROU,developed,DEV,2010,0.807,0.986,0.831,0.801,0.79,73.996,15.552,10.734,9.907
ROU,developed,DEV,2011,0.808,0.984,0.837,0.804,0.784,74.431,15.192,10.859,9.93
ROU,developed,DEV,2012,0.805,0.982,0.837,0.807,0.771,74.391,14.605,10.956,9.95
ROU,developed,DEV,2013,0.81,0.984,0.846,0.814,0.773,74.976,14.615,11.021,9.993
ROU,developed,DEV,2014,0.811,0.987,0.845,0.821,0.768,74.928,14.624,10.859,10.044
ROU,developed,DEV,2015,0.813,0.975,0.843,0.826,0.773,74.79,14.634,10.984,10.071
ROU,developed,DEV,2016,0.816,0.985,0.85,0.833,0.767,75.246,14.321,11.08,10.119
ROU,developed,DEV,2017,0.823,0.982,0.861,0.844,0.768,75.952,14.26,11.149,10.195
ROU,developed,DEV,2018,0.827,0.995,0.864,0.851,0.77,76.155,14.275,11.212,10.239
ROU,developed,DEV,2019,0.832,0.995,0.869,0.859,0.771,76.508,14.23,11.275,10.29
ROU,developed,DEV,2020,0.824,0.998,0.851,0.853,0.771,75.346,14.23,11.275,10.253
ROU,developed,DEV,2021,0.821,0.994,0.834,0.862,0.771,74.185,14.23,11.275,10.31
RUS,developed,EEA,1990,0.743,,0.747,0.811,0.678,68.535,12.824,9.652,9.973
RUS,developed,EEA,1991,0.741,,0.745,0.803,0.68,68.425,12.666,9.841,9.918
RUS,developed,EEA,1992,0.728,,0.732,0.777,0.679,67.56,12.401,10.029,9.751
RUS,developed,EEA,1993,0.71,,0.693,0.764,0.675,65.019,12.049,10.218,9.662
RUS,developed,EEA,1994,0.698,,0.676,0.745,0.674,63.935,11.793,10.406,9.534
RUS,developed,EEA,1995,0.698,,0.678,0.738,0.68,64.101,11.779,10.595,9.488
RUS,developed,EEA,1996,0.708,,0.699,0.731,0.693,65.422,11.894,10.887,9.446
RUS,developed,EEA,1997,0.716,,0.713,0.733,0.703,66.365,11.893,11.18,9.455
RUS,developed,EEA,1998,0.719,,0.72,0.721,0.715,66.772,11.978,11.472,9.381
RUS,developed,EEA,1999,0.721,,0.702,0.732,0.729,65.631,12.117,11.765,9.45
RUS,developed,EEA,2000,0.732,,0.696,0.748,0.751,65.271,12.57,12.057,9.56
RUS,developed,EEA,2001,0.74,,0.699,0.759,0.766,65.417,13.024,12.118,9.628
RUS,developed,EEA,2002,0.746,,0.694,0.766,0.78,65.14,13.477,12.179,9.673
RUS,developed,EEA,2003,0.754,,0.696,0.775,0.794,65.264,13.931,12.208,9.737
RUS,developed,EEA,2004,0.761,,0.706,0.787,0.792,65.904,13.841,12.237,9.818
RUS,developed,EEA,2005,0.764,1.05,0.709,0.797,0.791,66.075,13.752,12.267,9.88
RUS,developed,EEA,2006,0.775,,0.727,0.808,0.793,67.279,13.778,12.296,9.956
RUS,developed,EEA,2007,0.786,,0.741,0.822,0.797,68.154,13.885,12.326,10.047
RUS,developed,EEA,2008,0.791,,0.746,0.829,0.8,68.494,13.981,12.355,10.091
RUS,developed,EEA,2009,0.789,,0.757,0.816,0.794,69.212,13.726,12.384,10.008
RUS,developed,EEA,2010,0.796,1.032,0.76,0.823,0.808,69.386,14.185,12.414,10.051
RUS,developed,EEA,2011,0.808,1.03,0.775,0.829,0.821,70.398,14.645,12.421,10.092
RUS,developed,EEA,2012,0.811,1.026,0.781,0.834,0.819,70.77,14.572,12.439,10.129
RUS,developed,EEA,2013,0.817,1.023,0.789,0.836,0.826,71.303,14.755,12.476,10.14
