"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Denmark","DNK","Agricultural land (sq. km)","AG.LND.AGRI.K2","","31600","31410","30880","30680","30330","30270","30230","30170","29910","29750","29510","29560","29860","29320","29370","29330","29270","29210","29200","29050","28970","28870","28460","28550","28340","28190","27980","27870","27740","27880","27700","27560","27390","26910","27260","27160","26880","26720","26440","26470","26760","26650","26580","26460","27070","27100","26630","26680","26340","26260","26900","26240","26280","26526.31","26338.99","26251","26313","26325","26259.65","26199.87","26180","",
"Dominican Republic","DOM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","21900","22050","22200","22350","22500","22650","22800","22900","23300","23350","23440","23700","24050","24250","24550","25100","25400","25650","25900","26200","26250","26300","26300","26300","26300","26370","26370","26370","26410","25460","25460","25460","25460","25460","25760","25750","25000","25100","24670","25150","25150","25150","24350","24170","24170","24170","24170","23970","23970","23970","23970","23520","23520","23520","24290","24290","24290","24290","24290","24290","24290","",
"Algeria","DZA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","454710","449000","445100","441640","441670","441670","442510","442030","442030","442160","454330","453960","443040","443360","437530","440210","438320","438430","438200","438300","391710","391070","392820","396100","390510","386880","387790","388170","387600","386760","386220","388650","388620","396400","396490","396360","396900","398260","397310","400210","401090","398550","399057","411450","412110","411810","412520","413090","413800","413740","413880","413981.9","414316.35","414310","414564","413602","413351.408","413388.496","413160.71","413160.71","413160.71","",
"East Asia & Pacific (excluding high income)","EAP","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5695405.4","5728347.5","5763306.7","5799008.2","5840511.4","5880499.3","5922084.8","5961551","6008627.4","6060583.1","6099205.8","6157208.3","6220286.9","6299202.7","6353569.4","6271317.533","6345372.067","6412108","6452739.1","6504248","6562695.9","6665295.9","6776368.4","6882669.2","7036915.5","7122561","7213839","7288916","7363117","7435414","7464248","7467440","7469331","7511848","7522551","7530494","7645854.5","7655039","7691815.5","7714858","7742749.444","7763755.889","7628493.733","7649703.778","7662163.322","7694123.667","7717887.111","7734912.556","7751493.562","7753009.3","7759877.938","7757546.255","7759388.696","7753561.761","7770645.279","7782127.8","7813567.219","7811699.503","7808969.458","7807223.443","7812828.497","",
"Early-demographic dividend","EAR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","12241208.8","12237458.8","12221367.8","12210846.8","12204765.8","12204243.8","12201242.8","12204031.8","12183340.8","12189454.8","12195508.8","12240966.8","12262248.027","12270049.255","12273500.482","12279931.709","12299012.936","12323174.164","12355019.391","12352825.618","12318112.845","12342817.473","12351644.7","12447782.127","12542047.755","12616243.982","12741096.209","12810446.436","12895813.664","12988148.591","12997010.138","13007099.785","12857856.633","12944263.576","13040461.627","13124608.325","13218081.322","13317384.042","13417250.182","13431666.932","13467544.787","13487414.906","13494971.231","13534853.277","13380614.005","13393331.478","13411399.939","13327977.891","13311297.663","13324307.513","13322571.279","13317987.873","13301176.569","13273935.052","13284824.167","13282291.389","13297240.654","13292840.119","13293491.152","13331842.438","13347985.526","",
"East Asia & Pacific","EAS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10676712.145","10731399.115","10793744.782","10856138.596","10941196.61","10987997.857","11054903.739","11333919.911","11351250.889","11228831.385","11326590.767","11390339.6","11433686.7","11536871","11587267.7","11520575.833","11501177.367","11615610.3","11626622.4","11703251.3","11766544.2","11815209.2","11855956.7","11988502.5","12143748.8","12046394.3","12160912.3","12245079.3","12268145.3","12311207.3","12321149.473","12354188.519","12294742.665","12425292.579","12375778.648","12399554.655","12482438.797","12505727.017","12438337.309","12477103.824","12505019.257","12436829.234","12224285.333","11799335.678","11962740.122","11981452.667","11896298.911","11820897.656","11787737.962","11709053.4","11912410.238","11818075.195","11665517.296","11685842.561","11435446.379","11390070.2","11713569.919","11580219.903","11611315.158","11540148.443","11622962.797","",
"Europe & Central Asia (excluding high income)","ECA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","6344512","6345942","6353252","6353232","6353552","6355552","6354362","6357512","6369292","6364472","6365522","6370512","6369442","6365172","6360262","6362052","6363732","6363992","6372442","6369072","6369372","6355162","6350342","6359272","6364402","6367892","6377332","6375712","6382042","6379862","6383842","6382142","6355676","6347600","6286756","6267178","6287945","6274229","6269007","6275577","6266742","6251278","6234560","6225348","6214036","6198460","6177915","6165327","6156299","6217751","6204722","6204896","6201011.3","6202190.1","6196921","6194621","6190019.01","6182427.81","6160621","6162106.05","6162324.072","",
"Europe & Central Asia","ECS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","8619455.32","8618657.32","8619762.32","8611844.32","8604091.32","8602106.32","8598310.32","8592330.32","8602094.32","8575157.32","8555206.32","8552603.32","8544531.32","8534784.32","8524587.32","8518130.32","8516819.32","8516476.32","8519669.607","8509583.886","8505118.202","8488908.714","8472348.37","8479049.882","8479941.844","8479359.337","8486652.278","8479591.361","8479685.586","8470073.623","8451683.46","8440236.108","8403943.896","8390382.823","8313483.81","8291139.115","8304980.611","8290356.174","8280137.011","8265184.495","8235005.076","8197398.646","8162478.079","8142799.149","8130249.721","8106856.577","8063701.376","8059555.263","8037178.083","8081865.857","8058071.956","8048706.405","8042732.191","8027320.968","8018675.625","8008684.211","8004457.2","7990637.31","7983777.351","7964421.756","7960695.084","",
"Ecuador","ECU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","47100","47100","47200","47200","47300","47300","47400","47350","47950","48550","49150","49750","50350","51680","53850","55550","58350","60050","61900","64780","67590","69600","70950","72550","74200","75800","77210","77260","77530","78460","79140","79530","79750","81290","81080","79870","80120","80270","80750","80660","77850","74900","72500","75270","75000","74440","74120","74450","75344","74977","73461","75069","75130","54750","57890","55160","55900","54480","53300","54200","54700","",
"Egypt, Arab Rep.","EGY","Agricultural land (sq. km)","AG.LND.AGRI.K2","","25680","25050","24900","25060","26720","27800","28010","28010","28350","28430","28520","28550","28550","28430","28250","27300","26350","25400","24470","24450","24680","24452.4","24347.4","24582.6","24970","25670","25470","25810","25710","26480","26430","29962.8","30151.8","30126.6","32830","31764.6","32449.2","32596.2","34830","32910","33380","34240","34090","34780","35230","35330","35380","35420","36890","36710","36200","36960","37309.7","37151.9","37898.771","37337.654","38369.688","38630","39220","39710","40310","",
"Euro area","EMU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1463240","1462551","1459971","1453675","1449838","1446722","1445734","1437860","1438778","1424346","1404520","1399699","1394365","1391006","1386742","1379022","1377709","1378018","1373699","1368042","1366566","1365420","1355046","1352532","1350151","1347043","1345157","1337388","1336303","1330137","1309041","1303834","1300999","1296803","1280778","1282212","1275853.4","1275578.8","1274348.2","1268958.4","1253287.2","1245290.2","1234585.1","1228778.1","1231117.9","1216685.6","1205833.2","1212579.2","1203568.2","1198599","1186786.7","1182911.2","1178109.5","1162669.2","1160697","1154235.22","1154004.506","1148370.967","1157429.601","1148541.157","1146123.001","",
"Eritrea","ERI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74000","74060","74070","73380","73600","74670","74670","75300","75320","75320","75670","75000","75220","75720","75720","75720","75920","75920","75920","75920","75920","75920","75920","75920","75920","75920","75920","75920","75920","",
"Spain","ESP","Agricultural land (sq. km)","AG.LND.AGRI.K2","","332300","332320","331370","327530","326940","321560","323820","321590","325270","321190","326840","325680","322800","320780","319210","315160","315900","314780","313550","312380","312060","311910","307910","306280","307120","306100","306010","305780","307010","304720","303710","302790","300330","301830","297190","301390","300590","299580","297780","297660","295200","294190","291530","290710","291640","286130","280040","281420","279700","275450","270140","269420","267332","265780","265765","262657","262955.3","261833.239","262066.906","261426.381","262284.464","",
"Estonia","EST","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13740","13200","11010","9910","10050","10230","10430","10010","9860","8900","6982","8287","7704","8819","8985","9146","9068","9318","9488","9460","9559","9650","9740","9930","10030","9820","9850","9884","9850","9870","",
"Ethiopia","ETH","Agricultural land (sq. km)","AG.LND.AGRI.K2","","578360","582490","583800","583300","586750","587700","588500","589700","592000","591500","593400","595300","594800","594300","593800","593300","593100","592890","592770","591150","588600","586050","583480","578900","576900","573850","570300","567750","565200","563120","561580","561050","305400","304720","305000","305000","304920","304490","305570","305340","305590","304980","316070","331010","335910","342190","350770","345130","349850","356830","363252","364880","366990","369100","371210","373320","375401","379030","381900","384761","385950","",
"European Union","EUU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2080860","2079011","2073371","2066875","2060348","2056932","2055014","2047430","2047348","2032066","2011540","2005279","1998735","1994596","1989182","1983652","1981599","1981218","1975589","1968782","1965526","1963930","1952806","1950622","1946711","1942913","1940937","1932368","1927253","1920957","1898901","1889924","1885079","1881093","1864448","1860532","1854063.4","1848208.8","1846678.2","1826719.4","1804636.2","1780579.8","1762696.3","1751354","1750504.8","1733196.1","1711879.2","1719884.3","1709564.9","1694173.2","1684479.1","1675265.1","1671303.3","1654751.21","1652680.49","1643015.42","1642336.406","1637289.867","1650653.641","1632541.863","1629077.529","",
"Fragile and conflict affected situations","FCS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","6503981.7","6517701.7","6528781.7","6535661.7","6541341.7","6544231.7","6550891.7","6565901.7","6580751.7","6580411.7","6590951.7","6608041.7","6612513.7","6612784.7","6618224.7","6631361.7","6636491.7","6643141.7","6655151.7","6669671.7","6669001.7","6674651.7","6683501.7","6684801.7","6712561.7","6752911.7","6771021.7","6808781.7","6823851.7","6848641.7","6873754.5","6905584.5","6773314.5","6815662.796","6864138.277","6895233.205","6915073.182","6926193.275","6942857.748","6964093.331","6993303.599","7011898.651","7063912.099","7080765.418","7154411.909","7183320.463","7216817.659","7216976.244","7243603.79","7284048.3","7320498.384","7374615.892","7409326.101","7432586.71","7447901.217","7471317.467","7495474.705","7511377.109","7518290.433","7530273.216","7536835.58","",
"Finland","FIN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","27657","27851","28065","28256","28415","28594","28734","28861","27655","27242","27037","26137","25821","26054","26138","26119","25976","25851","25675","25360","25167","24877","24504","24257","24084","23934","24080","23732","23858","23930","24248","24065","23837","24119","22440","22180","21500","21920","22014","22180","22220","22360","22460","22530","22738","23008","22949","22964","22965","22919","22866","22851","22585","22671","22734","22750","22700","22720","22740","22700","22680","",
"Fiji","FJI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2270","2270","2280","2280","2230","2230","2210","2190","2210","2210","2210","2300","2350","2400","2450","2600","2700","2800","2850","2900","3000","3100","3200","3300","3450","3500","3650","3800","3950","4100","4240","4182","4124","4066","4008","3950","3892","3834","3776","3718","3660","3602","3544","3486","3428","3370","3312","3254","3198","3191","3184","3177","3170","3163","3156","3149","3142","3135","3128","3116","3116","",
"France","FRA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","345390","344400","343540","341090","340010","338460","336290","331780","331730","324950","326230","325150","324600","324420","323570","320210","319100","319610","318340","317220","316870","316460","315650","315080","314420","313950","313530","308300","307409","305928","304849","303843","302913","302049","301502","300963","300396","299800","299291","298074","297133","296107","295346","294584","293904","293127","292061","291101","290199","289263","288786","288448","287737","287665","287269","287180.21","286974.99","286601","286211.86","285537.54","285537.54","",
"Faroe Islands","FRO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.32","965.24","965.01","965.01","964.93","964.93","964.93","964.93","965.39","965.39","965.39","965.39","965.39","965.39","965.39","964.1","963.95","964.03","964.03","964.03","964.18","964.18","963.5","963.5","963.35","963.35","960.7","960.7","",
"Micronesia, Fed. Sts.","FSM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","50","50","50","50","50","50","50","50","50","50","50","50","50","",
"Gabon","GAB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","16773.8","16923.8","17073.8","17223.8","17373.8","17523.8","17673.8","17823.8","17973.8","18123.8","18323.8","18473.8","18673.8","18823.8","19013.8","19363.8","19593.8","19813.8","19833.8","19853.8","19873.8","19893.8","19913.8","19933.8","19953.8","19973.8","19993.8","20013.8","20033.8","20053.8","20115.42","20177.04","20238.66","20300.28","20361.9","20423.52","20485.14","20546.76","20608.38","20670","20720.59","20771.18","20821.77","20872.36","20922.95","20973.54","21024.13","21074.72","21125.31","21175.9","21294.72","21413.54","21532.36","21532.36","21532.36","21532.36","21532.36","21532.36","21532.36","21532.36","21532.36","",
"United Kingdom","GBR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","198000","197790","197470","197030","195850","195500","195540","194260","193800","188490","188430","187560","186960","186380","185830","185680","184900","184780","184520","184690","183200","182810","182160","182020","181680","181300","181160","184230","183060","182030","181430","180700","175340","174090","173790","174940","175850","175180","172190","169640","169530","169760","169560","170510","169560","178380","176470","176840","173250","172240","171640","171820","172502","172320","171380","173499.818","174661.525","173508.616","175212.961","172592.981","172151.41","",
"Georgia","GEO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","32290","31280","30970","30480","30350","30370","30450","29990","30000","30030","30040","30060","24920","25200","25180","25170","25140","24980","24600","24424","24350","24861","24160","24181","23940","23848","23742","23726","23779","23799","",
"Ghana","GHA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","117000","117000","117000","117000","117000","117000","117000","117000","117000","117000","117000","117000","117000","117000","118000","118000","118000","119000","119000","119000","119000","120920","120840","122760","123680","123600","124520","125440","125360","126280","127200","127200","128000","129000","131000","133000","135826.95","129852.107","130595.504","127655.201","128980.308","130504.795","125911.292","118695.739","121195.796","120437.923","124722.52","120047.607","123104.653","124004.38","123078.457","123503.384","124630.761","123746.548","124155.145","123579.422","120839.639","122175.416","124799.743","126037.4","126037.4","",
"Gibraltar","GIB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","146200","146190","145950","145710","145480","145240","145000","144760","144520","144290","144050","143810","143570","143340","143200","142960","142720","142480","142450","142210","141970","141730","141590","141360","141220","140980","140740","140810","140570","141410","140490","140550","140520","140480","140240","140350","140360","140670","140780","140790","140800","140910","141120","141230","141210","141300","141800","142400","142500","143000","143000","144000","145000","145330","145450","145650","145950","146220","146300","146350","146380","",
"Gambia, The","GMB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5240","5250","5260","5270","5280","5290","5310","5310","5330","5340","5370","5420","5470","5740","5680","5670","5740","5810","5700","5630","5850","6060","5870","5730","5730","5800","5850","5980","5780","5820","5820","5480","5470","5570","5570","5570","5570","5670","5670","5060","4840","4910","4710","4780","4850","4960","4960","5660","6220","6440","6440","6440","6440","6440","6440","6440","6340","6340","6340","6340","6340","",
"Guinea-Bissau","GNB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","4896.7","4896.7","4896.7","4896.7","4896.7","4896.7","4996.7","4996.7","4996.7","4996.7","4996.7","4996.7","5046.7","5096.7","5096.7","5096.7","5106.7","5106.7","5116.7","5146.7","5216.7","5346.7","5446.7","5716.7","5796.7","5466.7","5416.7","5316.7","5686.7","5786.7","5824.5","5824.5","6024.5","6124.5","6208.95","6293.4","6377.85","6462.3","6546.75","6631.2","6715.65","6800.1","6884.55","6969","7053.45","7137.9","7222.35","7306.8","7391.25","7475.7","7560.14","7644.58","7729.02","7813.46","7897.9","7982.3","8066.7","8151.1","8151.1","8151.1","8151.1","",
"Equatorial Guinea","GNQ","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1468.5","1448.5","1438.5","1418.5","1408.5","1388.5","1378.5","1358.5","1348.5","1328.5","1318.5","1298.5","1288.5","1268.5","1258.5","1238.5","1228.5","1208.5","1198.5","1178.5","1168.5","1148.5","1138.5","1078.5","1078.5","1078.5","1078.5","1078.5","1078.5","1038.5","1038.5","1048.5","1028.5","1028.5","1028.5","1038.5","1048.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1029.8","1031.1","1032.4","1033.7","1035","1036.3","1037.6","1038.9","1040.2","1041.5","1042.8","1044.1","1045.4","1046.7","1048","1049.2","1049.2","",
"Greece","GRC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","89100","89020","90210","89910","86780","90900","91130","91430","91440","91550","91550","91600","91430","91410","91180","91150","91120","91750","91810","91800","92060","92060","91820","92090","91840","91800","91770","91790","92150","92220","91640","91670","91600","91700","91640","91720","89850","87820","86700","85290","84380","83430","82520","80800","80050","78630","77530","76570","75600","74890","73960","72830","71530","62010","61990","61360","60535.408","59436.904","58671.88","58671.88","58671.88","",
"Grenada","GRD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","220","220","220","220","220","220","220","220","220","220","220","200","200","200","200","200","200","190","190","160","160","160","160","160","140","140","130","130","130","130","120","120","120","120","110","110","110","110","120","120","130","130","120","120","90","90","90","90","100","100","100","80","80","80","80","80","80","80","80","80","80","",
"Greenland","GRL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2353","2356","2359","2362","2365","2368","2371","2374","2377","2380","2383","2386","2389","2392","2395","2398","2401","2404","2407","2410","2413","2416","2419","2422","2425","2428","2431","2434","2430.7","2430.8","2431","2431.1","2431.1","2431.1","2431.1","2431.1","2431.1","",
"Guatemala","GTM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","26460","26580","26700","26820","26940","27060","27280","27400","27420","27550","27670","28000","28430","28750","28880","29300","29930","30050","30160","30500","30670","31040","31190","37850","37850","37850","37850","42850","42850","42850","42850","42850","44820","45120","45120","45120","45744.3","46368.6","46992.9","47617.2","48241.5","48865.8","49490","47230","45620","43154.512","44480","44340","43696","43172","42948","42624","42230","42849","44640","44938","45236","45534","45832","46120","46120","",
"Guam","GUM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","160","160","170","170","170","170","170","170","170","170","170","170","170","170","170","170","170","170","180","180","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","190","190","180","180","180","180","180","180","170","170","170","160","160","160","160","",
"Guyana","GUY","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13590","13590","13590","13590","13590","13640","13640","13660","13660","13710","13710","13740","13760","13760","13780","13292.417","12804.833","12317.25","11829.667","11342.083","10854.5","10366.917","9879.333","9928","9946.667","9985.333","10004","10022.667","10061.333","10080","10098.667","10117.333","10136","10154.667","10193.333","10222","10240.667","10259.333","10278","10306.667","10345.333","10364","10382.667","10401.333","10420","10420","10420","10420","10420","10420","10420","10420","10420","10420","10420","10420","10420","10420","10420","10420","10430","",
"High income","HIC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13566391.065","13555816.935","13557058.402","13557243.716","13566745.53","13568783.877","13589278.259","13824667.231","13789425.809","13582363.605","13610819.287","13602022.62","13567269.12","13580700.62","13574883.62","13588878.937","13489327.453","13509723.87","13469690.574","13483417.269","13478779.002","13452946.931","13371184.003","13445589.182","13493409.811","13356804.89","13383827.578","13440275.328","13435983.219","13451404.923","13412544.064","13415639.96","13387735.561","13521282.069","13503139.791","13546224.77","13562701.575","13653080.524","13606719.82","13608896.986","13593831.73","13476185.891","13378217.146","12923412.482","13070709.221","13035469.377","12895715.676","12782925.703","12689466.473","12559546.877","12717008.916","12589387.983","12435795.041","12451996.958","12184108.645","12119940.781","12412567.438","12270962.288","12313592.119","12213479.474","12281992.245","",
"Hong Kong SAR, China","HKG","Agricultural land (sq. km)","AG.LND.AGRI.K2","","140","140","140","130","130","130","130","130","130","130","120","120","120","120","100","100","90","80","80","90","90","90","90","90","90","90","90","90","80","80","80","80","80","80","80","80","70","70","70","70","70","70","70","70","70","60","60","60","60","55","55","51","51","51","51","50","51","50","50","40","40","",
"Honduras","HND","Agricultural land (sq. km)","AG.LND.AGRI.K2","","29800","29900","29950","30000","30050","30150","30250","30300","30300","30400","30450","30800","30900","30960","31350","31700","32450","32570","32570","32570","32640","32690","32700","32770","32780","32850","32850","32850","33710","33200","33420","33550","35480","35200","34800","34800","33950","33950","33370","29350","29360","30280","31530","31400","31500","31600","31600","31840","31980","32680","33110","33580","33700","33750","33750","34240","34880","35090","35090","35380","35760","",
"Heavily indebted poor countries (HIPC)","HPC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","6842494.3","6853704.3","6870764.3","6882724.3","6894374.3","6901084.3","6908234.3","6924314.3","6935784.3","6939644.3","6963224.3","6975404.3","6980316.3","6984237.3","7001097.3","7010776.717","7023579.133","7039181.55","7046153.967","7054476.383","7070828.8","7078801.217","7090723.633","7102782.3","7140450.967","7186989.633","7206848.3","7249776.967","7276635.633","7289384.2","7310663.267","7343320.935","7216740.284","7261159.749","7304797.305","7344047.518","7383190.227","7401771.156","7440437.654","7468474.23","7503775.281","7526637.138","7579151.268","7594358.852","7680620.375","7711563.287","7750453.899","7772552.305","7819391.954","7861419.826","7895360.368","7670678.526","7715065.834","7737969.489","7766539.731","7788521.96","7809561.887","7844080.267","7857957.182","7873721.361","7884285.892","",
"Croatia","HRV","Agricultural land (sq. km)","AG.LND.AGRI.K2","","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","24040","22720","23120","23320","19350","19410","20480","20320","11690","11780","11810","11960","11760","12110","12300","12020","12891","12996","13338","13261","13310","15673","15085","15372","15460","14970","14840","15040","15050","14760","",
"Haiti","HTI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","16600","16650","16700","16750","16800","16850","16900","16950","17000","17050","17100","15840","15830","15830","15830","15850","15850","15950","15950","16000","16000","16000","16000","16000","16000","16000","16000","15990","15980","15970","15960","15750","15750","15950","15900","15900","16900","16900","16900","16900","16700","16700","16700","16700","17700","17700","17700","17700","18163.3","19840","20090","20240","20680","20680","20680","20680","20100","19950","17900","17900","17950","",
"Hungary","HUN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","70830","70120","69840","69790","69530","69270","69140","69030","68880","68750","68550","68460","68350","67820","67700","67570","67290","66980","66510","66270","66010","65820","65710","65540","65390","65230","65110","64970","64840","64740","64600","61360","61300","61220","61790","61840","61950","61930","61860","58540","58650","58490","58650","58640","58630","58090","58070","57900","57830","53430","53370","53380","52570","52640","52640","52820","53030","52960","52780","49166.726","50436.886","",
"IBRD only","IBD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","22843557.7","22914879.8","22974718","23037208.5","23114901.7","23195977.6","23269312.1","23358677.3","23440022.7","23535532.4","23659459.1","23786869.6","23904999.427","24032526.455","24125334.382","24104953.742","24245259.503","24377856.664","24495732.991","24584310.198","24634501.245","24758387.873","24919717.6","25088169.827","25272660.825","25358703.482","25465483.709","25538270.936","25615301.164","25708619.091","25763460.818","25770784.285","25750184.133","25777141.78","25709074.8","25701089.02","25837890.04","25858143.46","25883107.68","25893548.1","25874472.434","25884739.769","25729101.403","25754370.338","25587983.472","25593264.319","25598224.941","25532233.116","25518473.762","25587433.453","25572344.68","25567753.073","25573334.379","25522088.178","25536828.945","25520889.495","25509590.343","25491465.083","25469095.348","25493347.401","25494462.671","",
"IDA & IBRD total","IBT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","31811487","31899349.1","31984947.3","32066257.8","32162501","32249076.9","32329731.4","32431846.6","32510142","32615236.7","32747098.4","32895538.9","33029250.727","33153277.755","33262596.682","33252775.459","33400023.636","33555803.214","33677248.958","33789016.581","33844273.045","33997820.09","34150626.233","34340870.127","34574978.792","34693394.115","34838606.609","34952077.903","35065531.197","35171297.091","35255699.285","35304059.82","35162629.417","35251044.929","35254521.905","35286190.738","35471290.867","35515600.616","35590298.734","35632029.33","35659735.715","35692764.907","35599412.671","35640024.19","35560794.847","35603829.606","35648503.14","35603353.821","35636266.116","35747944.679","35777841.386","35832811.346","35885743.105","35864672.775","35911349.101","35926751.429","35946684.844","35961051.175","35948639.237","35996204.158","36006333.548","",
"IDA total","IDA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","8967929.3","8984469.3","9010229.3","9029049.3","9047599.3","9053099.3","9060419.3","9073169.3","9070119.3","9079704.3","9087639.3","9108669.3","9124251.3","9120751.3","9137262.3","9147821.717","9154764.133","9177946.55","9181515.967","9204706.383","9209771.8","9239432.217","9230908.633","9252700.3","9302317.967","9334690.633","9373122.9","9413806.967","9450230.033","9462678","9492238.467","9533275.535","9412445.284","9473903.149","9545447.105","9585101.718","9633400.827","9657457.156","9707191.054","9738481.23","9785263.281","9808025.138","9870311.268","9885653.852","9972811.375","10010565.287","10050278.199","10071120.705","10117792.354","10160511.226","10205496.706","10265058.273","10312408.726","10342584.597","10374520.156","10405861.934","10437094.501","10469586.092","10479543.889","10502856.757","10511870.877","",
"IDA blend","IDB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1729600","1733780","1737150","1745170","1756690","1760650","1760490","1760540","1749950","1754860","1754190","1757440","1769230","1766569","1775920","1776150","1778820","1785690","1791112","1804895","1798128","1820910","1802382","1816985","1826428","1815012","1827986.6","1820293","1831629.4","1829014.8","1839740.2","1856257.6","1862506","1878302.4","1903655.8","1902968.2","1912952.6","1918926","1927883.4","1928880","1936685","1936555","1938126","1935121","1935197","1939157","1937323.3","1933501.4","1934131.4","1936740.4","1949369.4","1948477.4","1950735.4","1957083.4","1958371.4","1965976.4","1970309.4","1971348.4","1967004.4","1973974.4","1971985.4","",
"Indonesia","IDN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","386000","386000","385500","385500","385000","384500","384500","384500","384000","384000","383500","383500","383000","383000","382560","380460","380460","380460","380000","380000","379500","379500","379000","370520","396790","412920","434850","441370","444350","450830","415240","413510","420160","419710","429780","429680","435270","438770","458770","471770","486750","499500","511250","519000","521300","532600","542900","546200","553500","553800","564100","564400","569700","573000","578000","597000","633000","639000","641000","643000","646000","",
